Title,Domestic,International,Budget,Distributor,MPAA-Rating,Runtime,Genres
The Theory of Everything (2014),35893537,87833151,15000000.0,Focus Features,PG-13,123,Biography;Drama;Romance
Pompeii (2014),23219748,94611883,100000000.0,TriStar Pictures,PG-13,105,Action;Adventure;Drama;Fantasy;History;Romance
Transcendence (2014),23022309,80016949,100000000.0,Warner Bros.,PG-13,119,Action;Drama;Sci-Fi;Thriller
"As Above, So Below (2014)",21321100,20577309,,Universal Pictures,R,93,Horror;Mystery;Thriller
Top Five (2014),25317471,800000,,Paramount Pictures,R,102,Comedy;Romance
Brick Mansions (2014),20396829,51019901,28000000.0,Relativity Media,PG-13,90,Action;Crime;Thriller
The Imitation Game (2014),91125683,142430025,,The Weinstein Company,PG-13,114,Biography;Drama;Thriller;War
Wild (2014),37880356,14621185,,Fox Searchlight Pictures,R,115,Adventure;Biography;Drama
"I, Frankenstein (2014)",19075290,57725889,65000000.0,Lionsgate,PG-13,92,Action;Fantasy;Sci-Fi
The Gambler (2014),33680992,5600000,25000000.0,Paramount Pictures,R,111,Crime;Drama;Thriller
The Legend of Hercules (2014),18848538,42430914,70000000.0,Lionsgate,PG-13,99,Action;Adventure;Fantasy
Bears (2014),17780194,3536551,,Walt Disney Studios Motion Pictures,,78,Documentary;Family
Addicted (2014),17390770,143544,,Lionsgate,R,106,Drama;Thriller
A Haunted House 2 (2014),17329486,8029230,4000000.0,Open Road Films (II),R,86,Comedy;Fantasy
A Most Wanted Man (2014),17237855,18995662,,Roadside Attractions,R,122,Crime;Drama;Thriller
Begin Again (2014),16170632,47294229,,The Weinstein Company,R,104,Comedy;Drama;Music;Romance
The Single Moms Club (2014),15973881,391570,,Lionsgate,PG-13,111,Comedy;Drama
Devil's Due (2014),15821461,21100099,7000000.0,Twentieth Century Fox,R,89,Horror;Mystery
And So It Goes (2014),15160801,10151586,,Clarius Entertainment,PG-13,94,Comedy;Drama;Romance
Step Up All In (2014),14904384,71261262,,Lionsgate,PG-13,112,Drama;Music;Romance
Beyond the Lights (2014),14618727,14618727,7000000.0,Relativity Media,PG-13,116,Drama;Music;Romance
America: Imagine the World Without Her (2014),14444502,14444502,,Lionsgate,PG-13,105,Documentary
Left Behind (2014),14019924,13385972,16000000.0,Freestyle Releasing,PG-13,110,Action;Fantasy;Sci-Fi;Thriller
Sin City: A Dame to Kill For (2014),13757804,25649812,,Dimension Films,R,102,Action;Crime;Thriller
Labor Day (2014),13371528,6904284,18000000.0,Paramount Pictures,PG-13,111,Drama;Romance;Thriller
Winter's Tale (2014),12600231,18200000,60000000.0,Warner Bros.,PG-13,118,Drama;Fantasy;Mystery;Romance
Belle (2014),10726630,5880945,,Fox Searchlight Pictures,PG,100,Biography;Drama;Romance
The Drop (2014),10724389,7933992,12600000.0,Fox Searchlight Pictures,R,106,Crime;Drama;Thriller
Sabotage (2014),10508518,11618324,,Open Road Films (II),R,109,Action;Crime;Drama;Thriller
Moms' Night Out (2014),10429707,107249,5000000.0,TriStar Pictures,PG,98,Comedy
PK (2014),10616104,89754000,,UTV Motion Pictures,,153,Comedy;Drama;Musical;Sci-Fi
The Quiet Ones (2014),8509867,9325295,,Lionsgate,PG-13,98,Horror;Mystery;Thriller
Legends of Oz: Dorothy's Return (2014),8462347,13293071,70000000.0,Clarius Entertainment,PG,88,Adventure;Animation;Family;Fantasy;Musical
Island of Lemurs: Madagascar (2014),11272213,2794321,,Warner Bros.,,39,Adventure;Biography;Documentary;Family;Short
Vampire Academy (2014),7791979,7850367,,The Weinstein Company,PG-13,104,Action;Comedy;Drama;Fantasy;Horror;Mystery;Thriller
Bad Words (2014),7779614,24723,,Focus Features,R,89,Comedy;Drama
Cantinflas (2014),6382924,11583949,,Lionsgate,PG,102,Biography;Comedy;Drama;Romance
Big Eyes (2014),14482031,14771135,,The Weinstein Company,PG-13,106,Biography;Crime;Drama;Romance
Meet the Mormons (2014),6047363,6047363,,Purdie Distribution,PG,78,Documentary
Cesar Chavez (2014),5571497,1148428,,Lionsgate,PG-13,102,Biography;Drama
The Skeleton Twins (2014),5284309,492331,,Roadside Attractions,R,93,Comedy;Drama;Romance
The Wind Rises (2014),5209580,131244640,,Walt Disney Studios Motion Pictures,PG-13,126,Animation;Biography;Drama;History;Romance;War
Journey to the South Pacific (2016),7653913,7340963,,IMAX,G,40,Documentary;Short
Snowpiercer (2014),4563650,82195262,,RADiUS-TWC,R,126,Action;Drama;Sci-Fi
The Railway Man (2014),4438438,19736447,,The Weinstein Company,R,116,Biography;Drama;Romance;War
Dear White People (2014),4404154,229807,,Roadside Attractions,R,108,Comedy;Drama;Romance
My Old Lady (2014),4013786,6592881,,Cohen Media Group,PG-13,107,Comedy;Drama;Romance
Calvary (2014),3600006,13287735,,Fox Searchlight Pictures,R,102,Comedy;Drama;Mystery
Wish I Was Here (2014),3591299,2079477,,Focus Features,R,106,Comedy;Drama
Ghostbusters (2014),3580343,3580343,30000000.0,Sony Pictures Entertainment (SPE),,105,Action;Comedy;Fantasy;Sci-Fi
The Interview (2014),6105175,5677450,,Sony Pictures Entertainment (SPE),R,112,Action;Adventure;Comedy
What If (2014),3493000,5033288,,CBS Films,PG-13,98,Comedy;Romance
The Grand Seduction (2014),3430018,862499,,Entertainment One,PG-13,113,Comedy
Veronica Mars (2014),3322127,163256,6000000.0,Warner Bros.,PG-13,107,Crime;Drama;Mystery;Thriller
Mommy (2014),3494070,9662786,,Roadside Attractions,R,139,Drama
Before I Go to Sleep (2014),3242457,14427319,,Clarius Entertainment,R,92,Drama;Mystery;Thriller
Rosewater (2014),3128941,42652,,Open Road Films (II),R,103,Biography;Drama
The Identical (2014),2827666,13325,,Freestyle Releasing,PG,107,Drama;Music
The Fluffy Movie: Unity Through Laughter (2014),2827393,2827393,,Open Road Films (II),PG-13,101,Comedy;Documentary
Kirk Cameron's Saving Christmas (2014),2783970,2783970,,The Samuel Goldwyn Company,PG,79,Comedy;Family
The Good Lie (2014),2722209,674136,,Warner Bros.,PG-13,110,Biography;Drama
The Pyramid (2014),2756333,14104804,,Twentieth Century Fox,R,89,Horror;Mystery;Thriller
Dragon Ball Z: Battle of Gods (2014),2553002,47908369,,Screenvision,,85,Action;Adventure;Animation;Comedy;Family;Fantasy;Sci-Fi
Bang Bang (2014),2546172,39499809,,FIP,,153,Action;Adventure;Comedy;Musical;Romance;Thriller
Kick (2014),2472695,41523788,,UTV Motion Pictures,,146,Action;Comedy;Crime;Thriller
Spectre (2015),200074609,680600000,245000000.0,Sony Pictures Entertainment (SPE),PG-13,148,Action;Adventure;Thriller
Mission: Impossible - Rogue Nation (2015),195042377,487671890,150000000.0,Paramount Pictures,PG-13,131,Action;Adventure;Thriller
Pitch Perfect 2 (2015),184296230,102847849,29000000.0,Universal Pictures,PG-13,115,Comedy;Music
Ant-Man (2015),180202163,339109802,130000000.0,Walt Disney Studios Motion Pictures,PG-13,117,Action;Adventure;Comedy;Sci-Fi
Home (2015),177397510,208644097,135000000.0,Twentieth Century Fox,PG,94,Adventure;Animation;Comedy;Family;Fantasy;Sci-Fi
Hotel Transylvania 2 (2015),169700110,305099890,80000000.0,Sony Pictures Entertainment (SPE),PG,89,Animation;Comedy;Family;Fantasy;Horror
Fifty Shades of Grey (2015),166167230,403484237,40000000.0,Universal Pictures,R,125,Drama;Romance;Thriller
The SpongeBob Movie: Sponge Out of Water (2015),162994032,162192000,74000000.0,Paramount Pictures,PG,92,Action;Adventure;Animation;Comedy;Family;Fantasy
Straight Outta Compton (2015),161197785,40437206,28000000.0,Universal Pictures,R,147,Biography;Drama;History;Music
San Andreas (2015),155190832,318800000,110000000.0,Warner Bros.,PG-13,114,Action;Adventure;Thriller
Mad Max: Fury Road (2015),153636354,221100000,150000000.0,Warner Bros.,R,120,Action;Adventure;Sci-Fi;Thriller
The Divergent Series: Insurgent (2015),130179072,166823455,110000000.0,Lionsgate,PG-13,119,Action;Adventure;Sci-Fi;Thriller
Kingsman: The Secret Service (2015),128261724,286089822,81000000.0,Twentieth Century Fox,R,129,Action;Adventure;Comedy;Thriller
The Peanuts Movie (2015),130178411,116054702,99000000.0,Twentieth Century Fox,G,88,Animation;Comedy;Family
Spy (2015),110825712,124840507,65000000.0,Twentieth Century Fox,R,120,Action;Comedy
The Good Dinosaur (2015),123087120,209120551,,Walt Disney Studios Motion Pictures,PG,93,Adventure;Animation;Comedy;Drama;Family;Fantasy
Trainwreck (2015),110212700,30583093,35000000.0,Universal Pictures,R,125,Comedy;Drama;Romance
Creed (2015),109767581,63800000,35000000.0,Warner Bros.,PG-13,133,Drama;Sport
Tomorrowland (2015),93436322,115599346,190000000.0,Walt Disney Studios Motion Pictures,PG,130,Action;Adventure;Family;Fantasy;Mystery;Sci-Fi
Get Hard (2015),90411453,21300000,40000000.0,Warner Bros.,R,100,Comedy;Crime
Terminator Genisys (2015),89760956,350842581,155000000.0,Paramount Pictures,PG-13,126,Action;Adventure;Sci-Fi;Thriller
Taken 3 (2015),89256424,237222717,48000000.0,Twentieth Century Fox,PG-13,108,Action;Crime;Thriller
Maze Runner: The Scorch Trials (2015),81697192,230598864,61000000.0,Twentieth Century Fox,PG-13,131,Action;Adventure;Sci-Fi;Thriller
Ted 2 (2015),81476385,134387221,68000000.0,Universal Pictures,R,115,Comedy
Goosebumps (2015),80080379,78180573,58000000.0,Sony Pictures Entertainment (SPE),PG,103,Adventure;Comedy;Family;Fantasy;Horror
Pixels (2015),78747585,166127224,88000000.0,Sony Pictures Entertainment (SPE),PG-13,105,Action;Comedy;Fantasy;Sci-Fi
Paddington (2015),76271832,206098303,55000000.0,Dimension Films,PG,95,Adventure;Animation;Comedy;Family;Fantasy
The Intern (2015),75764672,118800000,35000000.0,Warner Bros.,PG-13,121,Comedy;Drama
Paul Blart: Mall Cop 2 (2015),71038190,36550035,30000000.0,Sony Pictures Entertainment (SPE),PG,94,Action;Comedy;Crime;Family
Bridge of Spies (2015),72313754,93164594,40000000.0,Walt Disney Studios Motion Pictures,PG-13,142,Drama;History;Thriller
War Room (2015),67790117,5477757,3000000.0,TriStar Pictures,PG,120,Drama
Magic Mike XXL (2015),66013057,51800000,14800000.0,Warner Bros.,R,115,Comedy;Drama;Music
The Visit (2015),65206105,33243957,5000000.0,Universal Pictures,PG-13,94,Horror;Mystery;Thriller
Daddy's Home (2015),150357137,92429000,,Paramount Pictures,PG-13,96,Comedy;Family
The Wedding Ringer (2015),64460211,15339669,23000000.0,Screen Gems,R,101,Comedy
Black Mass (2015),62575678,37200000,53000000.0,Warner Bros.,R,123,Biography;Crime;Drama
Vacation (2015),58884188,48344033,31000000.0,Warner Bros.,R,99,Adventure;Comedy
The Perfect Guy (2015),57027435,3245738,12000000.0,Screen Gems,PG-13,100,Thriller
Fantastic Four (2015),56117548,111765333,120000000.0,Twentieth Century Fox,PG-13,100,Action;Adventure;Sci-Fi
Alvin and the Chipmunks: The Road Chip (2015),85886987,148911649,,Twentieth Century Fox,PG,92,Adventure;Animation;Comedy;Family;Fantasy;Music
Focus (2015),53862963,104900000,50100000.0,Warner Bros.,R,105,Comedy;Crime;Drama;Romance
Southpaw (2015),52421953,39548874,30000000.0,The Weinstein Company,R,124,Action;Drama;Sport
Insidious: Chapter 3 (2015),52218558,60765331,10000000.0,Focus Features,PG-13,97,Horror;Mystery;Thriller
Selma (2014),52076908,14711000,20000000.0,Paramount Pictures,PG-13,128,Biography;Drama;History
Sisters (2015),87044645,17966408,30000000.0,Universal Pictures,R,118,Comedy
Poltergeist (2015),47425125,48012869,35000000.0,Twentieth Century Fox,PG-13,93,Horror;Thriller
Jupiter Ascending (2015),47387723,136500000,176000000.0,Warner Bros.,PG-13,127,Action;Adventure;Sci-Fi
Sicario (2015),46889293,37983151,30000000.0,Lionsgate,R,121,Action;Crime;Drama;Mystery;Thriller
The Man from U.N.C.L.E. (2015),45445109,61600000,75000000.0,Warner Bros.,PG-13,116,Action;Adventure;Comedy
"McFarland, USA (2015)",44482410,1227649,,Walt Disney Studios Motion Pictures,PG,129,Biography;Drama;Sport
The Gift (2015),43787265,15191388,5000000.0,STX Entertainment,R,108,Drama;Mystery;Thriller
Everest (2015),43482270,159945314,55000000.0,Universal Pictures,PG-13,121,Action;Adventure;Biography;Drama;Thriller
The Night Before (2015),43047372,9348624,25000000.0,Sony Pictures Entertainment (SPE),R,101,Comedy;Fantasy
Max (2015),42656255,1311000,20000000.0,Warner Bros.,PG,111,Adventure;Drama;Family;War
The Age of Adaline (2015),42629776,23033500,,Lionsgate,PG-13,112,Drama;Fantasy;Romance
Krampus (2015),42725475,18823232,15000000.0,Universal Pictures,PG-13,98,Comedy;Drama;Fantasy;Horror
The Longest Ride (2015),37446117,25498698,34000000.0,Twentieth Century Fox,PG-13,123,Drama;Romance;Western
The Boy Next Door (2015),35423380,17002475,4000000.0,Universal Pictures,R,91,Thriller
Pan (2015),35088320,93300000,150000000.0,Warner Bros.,PG,111,Adventure;Comedy;Family;Fantasy
Hot Pursuit (2015),34580201,16800000,35000000.0,Warner Bros.,PG-13,87,Action;Comedy;Crime
The DUFF (2015),34030343,9679401,8500000.0,Lionsgate,PG-13,101,Comedy;Romance
Woman in Gold (2015),33307793,28311980,11000000.0,The Weinstein Company,PG-13,109,Biography;Drama;History
The Second Best Exotic Marigold Hotel (2015),33078266,52900000,10000000.0,Fox Searchlight Pictures,PG,122,Comedy;Drama;Romance
Unfriended (2015),32482090,30400000,1000000.0,Universal Pictures,R,83,Horror;Mystery;Thriller
Entourage (2015),32363404,16900000,30000000.0,Warner Bros.,R,104,Comedy;Drama
Paper Towns (2015),32000304,53511996,12000000.0,Twentieth Century Fox,PG-13,109,Adventure;Comedy;Drama;Mystery;Romance
Chappie (2015),31569268,71242621,49000000.0,Sony Pictures Entertainment (SPE),R,120,Action;Crime;Drama;Sci-Fi;Thriller
Crimson Peak (2015),31090320,43589502,55000000.0,Universal Pictures,R,119,Drama;Fantasy;Horror;Mystery;Thriller
A Walk in the Woods (2015),29504281,7956993,,Broad Green Pictures,R,104,Adventure;Biography;Comedy;Drama
Joy (2015),56451232,44682827,60000000.0,Twentieth Century Fox,PG-13,124,Biography;Drama
Sinister 2 (2015),27740955,25588195,10000000.0,Focus Features,R,97,Horror;Mystery;Thriller
The Last Witch Hunter (2015),27367660,119569250,90000000.0,Lionsgate,PG-13,106,Action;Adventure;Fantasy
No Escape (2015),27288872,27130000,,The Weinstein Company,R,103,Action;Thriller
Ricki and the Flash (2015),26822144,14503184,18000000.0,TriStar Pictures,PG-13,101,Comedy;Drama;Music
The Woman in Black 2: Angel of Death (2015),26501323,22352982,,Relativity Media,PG-13,98,Drama;Horror;Thriller
Run All Night (2015),26461644,45100000,50000000.0,Warner Bros.,R,114,Action;Crime;Thriller
Love the Coopers (2015),26302731,16124181,17000000.0,Lionsgate,PG-13,107,Comedy;Fantasy;Romance
Spotlight (2015),45055776,53634478,,Open Road Films (II),R,129,Biography;Crime;Drama
The Lazarus Effect (2015),25801570,12555322,3300000.0,Relativity Media,PG-13,83,Horror;Mystery;Sci-Fi;Thriller
Ex Machina (2015),25442958,11426456,15000000.0,A24,R,108,Drama;Sci-Fi;Thriller
The Big Short (2015),70259870,63181000,28000000.0,Paramount Pictures,R,130,Biography;Comedy;Drama;History
In the Heart of the Sea (2015),25020758,68900000,100000000.0,Warner Bros.,PG-13,122,Action;Adventure;Biography;Drama;History
The Gallows (2015),22764410,20200000,100000.0,Warner Bros.,R,81,Horror;Mystery;Thriller
Hitman: Agent 47 (2015),22467450,59880206,35000000.0,Twentieth Century Fox,R,96,Action;Crime;Thriller
Project Almanac (2015),22348241,10865000,12000000.0,Paramount Pictures,PG-13,106,Drama;Mystery;Sci-Fi;Thriller
Black or White (2015),21571189,262778,9000000.0,Relativity Media,PG-13,121,Drama
Aloha (2015),21067116,5182904,37000000.0,Sony Pictures Entertainment (SPE),PG-13,105,Comedy;Drama;Romance
Secret in Their Eyes (2015),20180155,14674835,19500000.0,STX Entertainment,PG-13,111,Crime;Drama;Mystery;Thriller
Brooklyn (2015),38322743,23753398,,Fox Searchlight Pictures,PG-13,117,Drama;Romance
Shaun the Sheep Movie (2015),19375982,86833396,,Lionsgate,PG,85,Adventure;Animation;Comedy;Family;Fantasy
Still Alice (2015),18754371,26024824,5000000.0,Sony Pictures Classics,PG-13,101,Drama
Paranormal Activity: The Ghost Dimension (2015),18300124,60603000,10000000.0,Paramount Pictures,R,88,Horror;Mystery
Steve Jobs (2015),17766658,16675215,30000000.0,Universal Pictures,R,122,Biography;Drama
Mr. Holmes (2015),17737646,11617557,,Roadside Attractions,PG,104,Drama;Mystery
Dope (2015),17506470,480311,7000000.0,Open Road Films (II),R,103,Adventure;Comedy;Crime;Drama
Concussion (2015),34542474,14081098,35000000.0,Sony Pictures Entertainment (SPE),PG-13,123,Biography;Drama;Sport
Seventh Son (2015),17223265,96955348,95000000.0,Universal Pictures,PG-13,102,Action;Adventure;Fantasy
Monkey Kingdom (2015),16432322,407341,,Walt Disney Studios Motion Pictures,,81,Documentary
The Transporter Refueled (2015),16029670,56600000,,EuropaCorp,PG-13,96,Action;Adventure;Thriller
Point Break (2015),28782481,104936230,105000000.0,Warner Bros.,PG-13,114,Action;Adventure;Crime;Sport;Thriller
It Follows (2015),14674076,7273378,,RADiUS-TWC,R,100,Horror;Mystery;Thriller
American Ultra (2015),14440985,12821389,28000000.0,Lionsgate,R,96,Action;Comedy
Woodlawn (2015),14394097,7520,,Pure Flix Entertainment,PG,123,Biography;Drama;History;Sport
Burnt (2015),13651946,22954797,20000000.0,The Weinstein Company,R,101,Comedy;Drama
The Hateful Eight (2015),54117416,101642701,44000000.0,The Weinstein Company,R,168,Crime;Drama;Mystery;Thriller;Western
Do You Believe? (2015),12985600,1425098,,Pure Flix Entertainment,PG-13,120,Drama
Love & Mercy (2015),12551031,16090745,,Roadside Attractions,PG-13,121,Biography;Drama;Music
Strange Magic (2015),12429583,1173870,,Walt Disney Studios Motion Pictures,PG,99,Adventure;Animation;Comedy;Family;Fantasy;Musical;Romance
Hot Tub Time Machine 2 (2015),12314651,767000,14000000.0,Paramount Pictures,R,93,Comedy;Mystery;Sci-Fi
Self/less (2015),12279691,19527465,26000000.0,Focus Features,PG-13,117,Action;Mystery;Sci-Fi;Thriller
Far from the Madding Crowd (2015),12236500,17993477,,Fox Searchlight Pictures,PG-13,119,Drama;Romance
The 33 (2015),12227722,15744301,,Warner Bros.,PG-13,127,Biography;Drama;History
The Gunman (2015),10664749,13512388,40000000.0,Open Road Films (II),R,115,Action;Crime;Thriller
Unfinished Business (2015),10219501,4211752,35000000.0,Twentieth Century Fox,R,91,Comedy;Drama
The Walk (2015),10137502,51044440,35000000.0,TriStar Pictures,PG,123,Action;Adventure;Biography;Drama
Huevos: Little Rooster's Egg-cellent Adventure (2015),9080818,16811743,5300000.0,Lionsgate,PG-13,98,Adventure;Animation;Comedy;Family;Fantasy
Amy (2015),8413144,15292905,,A24,R,128,Biography;Documentary;Music
"Dragon Ball Z: Resurrection ""F"" (2015)",8008363,53759827,,FUNimation Entertainment,,93,Action;Adventure;Animation;Comedy;Family;Fantasy;Sci-Fi
Blackhat (2015),8005980,11646077,70000000.0,Universal Pictures,R,133,Action;Crime;Thriller
Bajrangi Bhaijaan (2015),8178001,67369183,,Eros International,,163,Action;Adventure;Comedy;Drama
Mortdecai (2015),7696134,39579561,60000000.0,Lionsgate,R,107,Action;Adventure;Comedy;Crime;Mystery
While We're Young (2015),7587485,9699824,,A24,R,97,Comedy;Drama;Mystery
I'll See You in My Dreams (2015),7449681,2831,,Bleecker Street Media,PG-13,92,Comedy;Drama;Romance
The Green Inferno (2015),7192291,5474158,5000000.0,BH Tilt,R,100,Adventure;Horror
Our Brand Is Crisis (2015),7002261,1525397,28000000.0,Warner Bros.,R,107,Comedy;Drama
Inherent Vice (2014),8110975,6600000,,Warner Bros.,R,148,Comedy;Crime;Drama;Mystery;Romance
Grandma (2015),6980524,224549,600000.0,Sony Pictures Classics,R,79,Comedy;Drama
Trumbo (2015),7857741,3572284,,Bleecker Street Media,R,124,Biography;Crime;Drama
Me and Earl and the Dying Girl (2015),6758416,2316333,8000000.0,Fox Searchlight Pictures,PG-13,105,Comedy;Drama
Little Boy (2015),6485961,11086328,,Open Road Films (II),PG-13,106,Drama;History;War
The Loft (2015),6002684,5013759,,Open Road Films (II),R,108,Mystery;Romance;Thriller
Victor Frankenstein (2015),5775076,28452222,,Twentieth Century Fox,PG-13,110,Drama;Horror;Sci-Fi;Thriller
Danny Collins (2015),5637066,5198686,10000000.0,Bleecker Street Media,R,106,Biography;Comedy;Drama;Music
Bajirao Mastani (2015),6557047,4793870,,Eros International,,158,Action;Drama;History;Romance;War
90 Minutes in Heaven (2015),4842699,4842699,5000000.0,The Samuel Goldwyn Company,PG-13,121,Drama
True Story (2015),4719695,541900,,Fox Searchlight Pictures,R,99,Biography;Crime;Drama;History;Mystery
Suffragette (2015),4702420,27269676,,Focus Features,PG-13,106,Drama;History
Baahubali: The Beginning (2015),6738000,49855,,Blue Sky Cinema,,159,Action;Drama
The Danish Girl (2015),11114018,53077505,,Focus Features,R,119,Biography;Drama;Romance
Dilwale (2015),4871263,27123060,,UTV Motion Pictures,,158,Action;Comedy;Drama;Romance
Prem Ratan Dhan Payo (2015),4364639,48351132,,FIP,,164,Action;Drama;Musical;Romance
The Water Diviner (2015),4196641,33979676,22500000.0,Warner Bros.,R,111,Drama;History;War
Carol (2015),12711491,27560644,,The Weinstein Company,R,118,Drama;Romance
Scouts Guide to the Zombie Apocalypse (2015),3703046,12434000,15000000.0,Paramount Pictures,R,93,Action;Comedy;Horror
A la mala (2015),3629842,16785,,Lionsgate,PG-13,99,Comedy
Spare Parts (2015),3618912,82413,,Lionsgate,PG-13,114,Biography;Drama;History
We Are Your Friends (2015),3591417,7530673,,Warner Bros.,R,96,Drama;Music;Romance
Learning to Drive (2015),3447633,2519883,,Broad Green Pictures,R,90,Comedy;Drama;Romance
Ladrones (2015),3063505,440909,,Lionsgate,PG-13,97,Comedy
Tanu Weds Manu Returns (2015),3043479,1136602,,Eros International,,128,Comedy;Drama;Romance
Rock the Kasbah (2015),3020664,373510,,Open Road Films (II),R,106,Comedy;Music;War
He Named Me Malala (2015),2668936,764670,,Fox Searchlight Pictures,PG-13,88,Biography;Documentary
Captive (2015),2583301,218207,,Paramount Pictures,PG-13,97,Action;Biography;Crime;Drama;History;Thriller
Chi-Raq (2015),2653032,66667,,Roadside Attractions,R,127,Comedy;Crime;Drama;Musical
Truth (2015),2541854,2841243,,Sony Pictures Classics,R,125,Biography;Drama;History;Thriller
Mistress America (2015),2500431,840306,,Fox Searchlight Pictures,R,84,Comedy;Drama
Pawn Sacrifice (2015),2436633,3141886,,Bleecker Street Media,PG-13,115,Biography;Drama;Sport;Thriller
Doctor Strange (2016),232641920,445076475,165000000.0,Walt Disney Studios Motion Pictures,PG-13,115,Action;Adventure;Fantasy;Sci-Fi
Fantastic Beasts and Where to Find Them (2016),234037575,580000000,180000000.0,Warner Bros.,PG-13,132,Adventure;Family;Fantasy
Moana (2016),248757044,394574067,,Walt Disney Studios Motion Pictures,PG,107,Adventure;Animation;Comedy;Family;Fantasy;Musical
The Revenant (2015),183637894,349312609,135000000.0,Twentieth Century Fox,R,156,Action;Adventure;Drama;History;Western
Jason Bourne (2016),162434410,253050504,120000000.0,Universal Pictures,PG-13,123,Action;Thriller
Star Trek Beyond (2016),158848340,184623476,185000000.0,Paramount Pictures,PG-13,122,Action;Adventure;Sci-Fi;Thriller
X-Men: Apocalypse (2016),155442489,388491616,178000000.0,Twentieth Century Fox,PG-13,144,Action;Adventure;Sci-Fi
Sing (2016),270395425,363756254,75000000.0,Universal Pictures,PG,108,Animation;Comedy;Family;Musical
Trolls (2016),153707064,193157398,125000000.0,Twentieth Century Fox,PG,92,Adventure;Animation;Comedy;Family;Fantasy;Musical
Kung Fu Panda 3 (2016),143528619,377642206,145000000.0,Twentieth Century Fox,PG,95,Action;Adventure;Animation;Comedy;Family;Fantasy
Ghostbusters (2016),128350574,100796935,144000000.0,Sony Pictures Entertainment (SPE),PG-13,117,Action;Comedy;Fantasy;Sci-Fi
Central Intelligence (2016),127440871,89531672,50000000.0,Warner Bros.,PG-13,107,Action;Comedy;Crime
The Legend of Tarzan (2016),126643061,230057296,180000000.0,Warner Bros.,PG-13,110,Action;Adventure;Drama;Fantasy;Romance
Sully (2016),125070033,115727590,60000000.0,Warner Bros.,PG-13,96,Biography;Drama
Bad Moms (2016),113257297,70678777,20000000.0,STX Entertainment,R,100,Comedy
The Angry Birds Movie (2016),107509366,244824563,73000000.0,Sony Pictures Entertainment (SPE),PG,97,Action;Adventure;Animation;Comedy;Family
Independence Day: Resurgence (2016),103144286,286537649,165000000.0,Twentieth Century Fox,PG-13,120,Action;Adventure;Sci-Fi
The Conjuring 2 (2016),102470008,217922810,40000000.0,Warner Bros.,R,134,Horror;Mystery;Thriller
Sausage Party (2016),97685686,43019636,19000000.0,Sony Pictures Entertainment (SPE),R,89,Adventure;Animation;Comedy;Fantasy
The Magnificent Seven (2016),93432655,68927981,90000000.0,Sony Pictures Entertainment (SPE),PG-13,132,Action;Adventure;Western
Arrival (2016),100546139,102842047,47000000.0,Paramount Pictures,PG-13,116,Drama;Sci-Fi
Ride Along 2 (2016),91221830,33383467,40000000.0,Universal Pictures,PG-13,102,Action;Comedy;Crime
Don't Breathe (2016),89217875,68612612,9900000.0,Screen Gems,R,88,Crime;Horror;Thriller
Miss Peregrine's Home for Peculiar Children (2016),87242834,209239612,110000000.0,Twentieth Century Fox,PG-13,127,Adventure;Drama;Family;Fantasy;Thriller
The Accountant (2016),86260045,68900000,44000000.0,Warner Bros.,R,128,Action;Crime;Drama;Thriller
Teenage Mutant Ninja Turtles: Out of the Shadows (2016),82051601,163572247,135000000.0,Paramount Pictures,PG-13,112,Action;Adventure;Comedy;Sci-Fi
The Purge: Election Year (2016),79213375,39374505,10000000.0,Universal Pictures,R,108,Action;Horror;Sci-Fi;Thriller
Alice Through the Looking Glass (2016),77041381,222415643,170000000.0,Walt Disney Studios Motion Pictures,PG,113,Adventure;Family;Fantasy
Pete's Dragon (2016),76233151,67462187,65000000.0,Walt Disney Studios Motion Pictures,PG,102,Action;Adventure;Comedy;Drama;Family;Fantasy
The Girl on the Train (2016),75395035,97790824,45000000.0,Universal Pictures,R,112,Crime;Drama;Mystery;Thriller
Boo! A Madea Halloween (2016),73206343,1621001,20000000.0,Lionsgate,PG-13,103,Comedy;Drama;Horror
Storks (2016),72679278,110709675,70000000.0,Warner Bros.,PG,87,Adventure;Animation;Comedy;Family;Fantasy
10 Cloverfield Lane (2016),72082998,38134000,,Paramount Pictures,PG-13,103,Action;Drama;Horror;Sci-Fi;Thriller
Lights Out (2016),67268835,81600000,4900000.0,Warner Bros.,PG-13,81,Drama;Horror;Mystery;Thriller
Allegiant (2016),66184051,113062817,,Lionsgate,PG-13,120,Action;Adventure;Mystery;Sci-Fi;Thriller
Now You See Me 2 (2016),65075540,269822066,,Lionsgate,PG-13,129,Action;Adventure;Comedy;Crime;Mystery;Thriller
Hacksaw Ridge (2016),67209615,113354021,40000000.0,Lionsgate,R,139,Biography;Drama;History;War
Ice Age: Collision Course (2016),64063008,344516030,105000000.0,Twentieth Century Fox,PG,94,Adventure;Animation;Comedy;Family;Fantasy;Sci-Fi
The Boss (2016),63285885,15558697,29000000.0,Universal Pictures,R,99,Comedy
London Has Fallen (2016),62524260,143230187,60000000.0,Focus Features,R,99,Action;Thriller
Miracles from Heaven (2016),61705123,12277880,13000000.0,TriStar Pictures,PG,109,Biography;Drama;Family
Deepwater Horizon (2016),61433527,60356846,110000000.0,Lionsgate,PG-13,107,Action;Drama;History;Thriller
