Title,Domestic,International,Budget,Distributor,MPAA-Rating,Runtime,Genres
Supercross (2005),3102550,241881,,Twentieth Century Fox,PG-13,80,Action;Drama;Romance;Sport
Click (2006),137355633,103329693,82500000.0,Revolution Studios,PG-13,107,Comedy;Drama;Fantasy;Romance
Mission: Impossible III (2006),134029801,264449696,150000000.0,Paramount Pictures,PG-13,126,Action;Adventure;Thriller
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),128505958,134046935,18000000.0,Twentieth Century Fox,R,84,Comedy
The Devil Wears Prada (2006),124740460,201965442,35000000.0,Twentieth Century Fox,PG-13,109,Comedy;Drama
The Departed (2006),132384315,159080719,90000000.0,Warner Bros.,R,151,Crime;Drama;Thriller
The Break-Up (2006),118703275,86964935,52000000.0,Universal Pictures,PG-13,106,Comedy;Drama;Romance
Night at the Museum (2006),250863268,323617573,,Twentieth Century Fox,PG,108,Adventure;Comedy;Family;Fantasy
The Pursuit of Happyness (2006),163566459,143561166,55000000.0,Sony Pictures Entertainment (SPE),PG-13,117,Biography;Drama
Scary Movie 4 (2006),90710620,87552000,45000000.0,Dimension Films,PG-13,83,Comedy
Failure to Launch (2006),88715192,41508966,50000000.0,Paramount Pictures,PG-13,97,Comedy;Romance
Inside Man (2006),88513495,97490096,45000000.0,Universal Pictures,R,129,Crime;Drama;Mystery;Thriller
Open Season (2006),85105259,115706430,85000000.0,Sony Pictures Entertainment (SPE),PG,86,Adventure;Animation;Comedy;Family;Fantasy
The Santa Clause 3: The Escape Clause (2006),84500122,26268000,,Walt Disney Studios Motion Pictures,G,97,Adventure;Comedy;Family;Fantasy
The Pink Panther (2006),82226474,81889423,80000000.0,Sony Pictures Entertainment (SPE),PG,93,Adventure;Comedy;Crime;Family;Mystery
Eight Below (2006),81612565,38843429,40000000.0,Walt Disney Studios Motion Pictures,PG,120,Adventure;Drama;Family
Saw III (2006),80238724,84635551,10000000.0,Lionsgate,R,108,Crime;Horror;Mystery;Thriller
Nacho Libre (2006),80197993,19057467,35000000.0,Paramount Pictures,PG,92,Comedy;Family;Sport
"You, Me and Dupree (2006)",75628110,55000793,54000000.0,Universal Pictures,PG-13,110,Comedy;Romance
Monster House (2006),73661010,68200233,75000000.0,Sony Pictures Entertainment (SPE),PG,91,Animation;Comedy;Family;Fantasy;Mystery
Jackass Number Two (2006),72778712,11866452,11500000.0,Paramount Pictures,R,92,Action;Comedy;Documentary
Barnyard (2006),72637803,44117277,51000000.0,Paramount Pictures,PG,90,Adventure;Animation;Comedy;Drama;Family
RV (2006),71726025,15802148,50000000.0,Sony Pictures Entertainment (SPE),PG,99,Adventure;Comedy;Family
V for Vendetta (2006),70511035,62000000,54000000.0,Warner Bros.,R,132,Action;Drama;Sci-Fi;Thriller
World Trade Center (2006),70278893,92968305,65000000.0,Paramount Pictures,PG-13,129,Drama;History;Thriller
Big Momma's House 2 (2006),70165972,71356989,40000000.0,Twentieth Century Fox,PG-13,99,Comedy;Crime
Step Up (2006),65328121,48866726,12000000.0,Walt Disney Studios Motion Pictures,PG-13,104,Crime;Drama;Music;Romance
Miami Vice (2006),63450470,100344039,135000000.0,Universal Pictures,R,132,Action;Crime;Drama;Thriller
Madea's Family Reunion (2006),63318000,50939,6000000.0,Lionsgate,PG-13,107,Comedy;Drama;Romance
The Fast and the Furious: Tokyo Drift (2006),62514415,96450195,,Universal Pictures,PG-13,104,Action;Crime;Thriller
Underworld: Evolution (2006),62318875,49157638,,Screen Gems,R,106,Action;Fantasy;Thriller
Flushed Away (2006),64665672,113615882,149000000.0,DreamWorks,PG,85,Adventure;Animation;Comedy;Family;Fantasy;Romance
Deja Vu (2006),64038616,116518934,75000000.0,Walt Disney Studios Motion Pictures,PG-13,126,Action;Crime;Sci-Fi;Thriller
The Shaggy Dog (2006),61123569,26010711,,Walt Disney Studios Motion Pictures,PG,98,Comedy;Family;Fantasy
Poseidon (2006),60674817,121000000,160000000.0,Warner Bros.,PG-13,98,Action;Adventure;Thriller
The Benchwarmers (2006),59843754,5118875,33000000.0,Revolution Studios,PG-13,85,Comedy;Sport
Little Miss Sunshine (2006),59891098,41167856,8000000.0,Fox Searchlight Pictures,R,101,Comedy;Drama
Little Man (2006),58645052,45358270,64000000.0,Revolution Studios,PG-13,98,Comedy;Crime
Curious George (2006),58360760,11505164,50000000.0,Universal Pictures,,87,Adventure;Animation;Comedy;Family
Invincible (2006),57806952,673876,,Walt Disney Studios Motion Pictures,PG,105,Biography;Drama;Sport
Eragon (2006),75030163,175395349,100000000.0,Twentieth Century Fox,PG,104,Action;Adventure;Family;Fantasy
The Guardian (2006),55011732,39961808,,Walt Disney Studios Motion Pictures,,139,Action;Adventure;Drama
The Omen (2006),54607383,65367589,25000000.0,Twentieth Century Fox,R,110,Action;Adventure;Fantasy;Horror;Romance;Thriller
Final Destination 3 (2006),54098051,64792221,25000000.0,New Line Cinema,R,93,Horror;Thriller
Charlotte's Web (2006),82985708,65978114,85000000.0,Paramount Pictures,G,97,Adventure;Comedy;Family;Fantasy
The Prestige (2006),53089891,56586420,40000000.0,Walt Disney Studios Motion Pictures,PG-13,130,Drama;Mystery;Sci-Fi;Thriller
The Lake House (2006),52330111,62500000,40000000.0,Warner Bros.,PG,99,Drama;Fantasy;Romance
Hoodwinked (2006),51386611,58626556,30000000.0,The Weinstein Company,PG,80,Animation;Comedy;Crime;Family;Musical;Mystery
The Holiday (2006),63224849,142617036,85000000.0,Sony Pictures Entertainment (SPE),PG-13,136,Comedy;Romance
Firewall (2006),48751189,34000000,,Warner Bros.,PG-13,105,Action;Crime;Thriller
Date Movie (2006),48548426,37200608,20000000.0,Twentieth Century Fox,PG-13,83,Comedy;Romance
Rocky Balboa (2006),70270943,85658077,24000000.0,Metro-Goldwyn-Mayer (MGM),PG,102,Action;Drama;Sport
When a Stranger Calls (2006),47860214,19201909,15000000.0,Screen Gems,PG-13,87,Horror;Thriller
Hostel (2006),47326473,34653353,4800000.0,Lionsgate,R,94,Horror
Nanny McPhee (2006),47144110,76132697,25000000.0,Universal Pictures,PG,97,Comedy;Family;Fantasy
Silent Hill (2006),46982632,53622503,50000000.0,Sony Pictures Entertainment (SPE),R,125,Horror;Mystery
Apocalypto (2006),50866635,69806592,40000000.0,Walt Disney Studios Motion Pictures,R,139,Action;Adventure;Drama;Thriller
Glory Road (2006),42647449,291000,,Walt Disney Studios Motion Pictures,PG,118,Biography;Drama;Sport
Lady in the Water (2006),42285169,30500000,70000000.0,Warner Bros.,PG-13,110,Drama;Fantasy;Mystery;Thriller
The Hills Have Eyes (2006),41778863,28230089,15000000.0,Fox Searchlight Pictures,R,107,Horror;Thriller
John Tucker Must Die (2006),41011711,27833064,18000000.0,Twentieth Century Fox,PG-13,89,Comedy;Romance
Stranger Than Fiction (2006),40660952,12992272,30000000.0,Sony Pictures Entertainment (SPE),PG-13,113,Comedy;Drama;Fantasy;Romance
The Illusionist (2006),39868642,48023746,16500000.0,Yari Film Group Releasing,PG-13,110,Drama;Fantasy;Mystery;Romance;Thriller
The Texas Chainsaw Massacre: The Beginning (2006),39517763,12246643,16000000.0,New Line Cinema,R,91,Horror;Thriller
The Grudge 2 (2006),39143839,31567336,20000000.0,Sony Pictures Entertainment (SPE),PG-13,102,Horror;Thriller
Gridiron Gang (2006),38432823,3048028,30000000.0,Sony Pictures Entertainment (SPE),PG-13,125,Biography;Crime;Drama;Sport
Last Holiday (2006),38399961,5051885,45000000.0,Paramount Pictures,PG-13,112,Adventure;Comedy;Romance
The Wild (2006),37384046,64954469,80000000.0,Walt Disney Studios Motion Pictures,G,95,Adventure;Animation;Comedy;Family
Man of the Year (2006),37327390,5145082,,Universal Pictures,PG-13,115,Comedy;Drama;Romance;Thriller
Dreamgirls (2006),103365956,52064379,,DreamWorks,PG-13,130,Drama;Music;Musical
16 Blocks (2006),36895141,28769580,,Warner Bros.,PG-13,102,Action;Drama;Thriller
The Nativity Story (2006),37629831,8802433,35000000.0,New Line Cinema,PG,101,Adventure;Drama;Family;Fantasy;History;Romance
Accepted (2006),36323505,2299757,23000000.0,Universal Pictures,PG-13,93,Comedy
The Sentinel (2006),36280697,42529898,,Twentieth Century Fox,PG-13,108,Action;Crime;Thriller
Blood Diamond (2006),57377916,114342482,100000000.0,Warner Bros.,R,143,Adventure;Drama;Thriller
The Good Shepherd (2006),59952835,40314030,,Universal Pictures,R,167,Drama;History;Thriller
Deck the Halls (2006),35093569,12139207,,Twentieth Century Fox,PG,93,Comedy;Family
Take the Lead (2006),34742066,31757561,,New Line Cinema,PG-13,118,Drama;Music
Snakes on a Plane (2006),34020814,28001200,33000000.0,New Line Cinema,R,105,Action;Adventure;Crime;Thriller
She's the Man (2006),33741133,23453534,20000000.0,DreamWorks,PG-13,105,Comedy;Romance;Sport
Flags of Our Fathers (2006),33602376,32297873,90000000.0,DreamWorks,R,135,Action;Adventure;Drama;History;War
United 93 (2006),31483450,45217209,15000000.0,Universal Pictures,R,111,Action;Drama;History;Thriller
Employee of the Month (2006),28444855,9950559,12000000.0,Lionsgate,PG-13,103,Comedy;Romance
Garfield: A Tail of Two Kitties (2006),28426747,114899223,,Twentieth Century Fox,PG,82,Adventure;Animation;Comedy;Family
The Queen (2006),56441711,66942417,,Miramax,PG-13,103,Biography;Drama;History
The Ant Bully (2006),28142535,27038594,50000000.0,Warner Bros.,PG,88,Adventure;Animation;Comedy;Family;Fantasy
Crank (2006),27838408,15092633,12000000.0,Lionsgate,R,88,Action;Crime;Thriller
Stick It (2006),26910736,5066112,,Walt Disney Studios Motion Pictures,PG-13,103,Comedy;Drama;Sport
The Descent (2006),26024456,31026597,,Lionsgate,R,99,Adventure;Horror;Thriller
We Are Marshall (2006),43545364,43545364,,Warner Bros.,PG,131,Drama;Sport
Thank You for Smoking (2006),24793509,14529518,6500000.0,Fox Searchlight Pictures,R,92,Comedy;Drama
Fearless (2006),24633730,43439118,,Rogue Pictures,PG-13,104,Action;Biography;Drama;Sport
Clerks II (2006),24148068,2836907,5000000.0,MGM/Weinstein,R,97,Comedy
An Inconvenient Truth (2006),24146161,25635851,,Paramount Classics,PG,96,Documentary;News
The Wicker Man (2006),23649127,15156253,40000000.0,Warner Bros.,PG-13,102,Horror;Mystery;Thriller
The Covenant (2006),23380495,14218272,,Screen Gems,PG-13,97,Action;Adventure;Fantasy;Horror;Mystery;Thriller
Stay Alive (2006),23086480,4212215,,Walt Disney Studios Motion Pictures,PG-13,85,Fantasy;Horror;Mystery;Sci-Fi;Thriller
Match Point (2005),23151529,62487127,15000000.0,DreamWorks Distribution,R,124,Drama;Romance;Thriller
The Black Dahlia (2006),22545080,26787612,50000000.0,Universal Pictures,R,121,Crime;Drama;Mystery;Thriller
My Super Ex-Girlfriend (2006),22530295,38578686,,Twentieth Century Fox,PG-13,96,Comedy;Romance;Sci-Fi
Lucky Number Slevin (2006),22495466,33813415,,MGM/Weinstein,R,110,Crime;Drama;Thriller
Deep Sea (2006),46412757,51818148,,Warner Bros.,G,41,Documentary;Short
Waist Deep (2006),21344312,8991,,Rogue Pictures,R,97,Action;Crime;Drama;Thriller
ATL (2006),21170563,21170563,20000000.0,Warner Bros.,PG-13,105,Comedy;Crime;Drama;Music;Romance
Flicka (2006),21000147,893444,15000000.0,Twentieth Century Fox,PG,95,Adventure;Drama;Family
A Prairie Home Companion (2006),20342852,5636015,,Picturehouse,PG-13,105,Comedy;Drama;Music;Musical;Romance;Western
Pulse (2006),20264436,9643249,20500000.0,Dimension Films,PG-13,90,Horror;Sci-Fi;Thriller
Babel (2006),34302837,101027345,,Paramount Vantage,R,143,Drama
Beerfest (2006),19185184,1202413,,Warner Bros.,R,110,Comedy
Akeelah and the Bee (2006),18848430,99995,8000000.0,Lionsgate,PG,112,Drama;Family
The Marine (2006),18844784,3320824,,Twentieth Century Fox,PG-13,92,Action;Comedy;Drama;Thriller
Aquamarine (2006),18597342,4392615,12000000.0,Twentieth Century Fox,PG,110,Comedy;Family;Fantasy;Romance
Ultraviolet (2006),18535812,12534399,30000000.0,Screen Gems,PG-13,88,Action;Sci-Fi
School for Scoundrels (2006),17807569,6140116,35000000.0,MGM/Weinstein,PG-13,100,Comedy
Just My Luck (2006),17326650,20833255,,Twentieth Century Fox,PG-13,108,Comedy;Fantasy;Romance
Annapolis (2006),17127992,369000,,Walt Disney Studios Motion Pictures,PG-13,108,Drama;Romance;Sport
An American Haunting (2006),16298046,13314091,14000000.0,Freestyle Releasing,PG-13,83,Drama;History;Horror;Mystery;Thriller
Marie Antoinette (2006),15962471,44954718,40000000.0,Sony Pictures Entertainment (SPE),PG-13,123,Biography;Drama;History;Romance
Larry the Cable Guy: Health Inspector (2006),15680099,15680099,,Lionsgate,PG-13,89,Comedy;Romance
See No Evil (2006),15032800,3531667,8000000.0,Lionsgate,R,84,Action;Horror;Thriller
Unaccompanied Minors (2006),16655224,5294010,25000000.0,Warner Bros.,PG,90,Adventure;Comedy;Family;Romance
Tristan + Isolde (2006),14734633,13313330,,Twentieth Century Fox,PG-13,125,Action;Drama;Romance;War
Everyone's Hero (2006),14523101,2104087,,Twentieth Century Fox,,87,Adventure;Animation;Comedy;Family;Mystery;Romance;Sport
Hollywoodland (2006),14426251,2374187,,Focus Features,R,126,Biography;Crime;Drama;History;Mystery;Romance;Thriller
One Night with the King (2006),13395961,332489,20000000.0,8x Entertainment,PG,123,Biography;Drama;History
Friends with Money (2006),13368437,4876807,6500000.0,Sony Pictures Classics,R,88,Comedy;Drama;Romance
Flyboys (2006),13090630,4744235,60000000.0,Metro-Goldwyn-Mayer (MGM),PG-13,140,Action;Drama;History;Romance;War
How to Eat Fried Worms (2006),13040527,58469,,New Line Cinema,PG,80,Comedy;Family
The New World (2005),12712093,18798762,30000000.0,New Line Cinema,PG-13,135,Biography;Drama;History;Romance
Idlewild (2006),12571185,71842,,Universal Pictures,R,121,Crime;Drama;Musical;Romance
The Matador (2005),12594698,4752533,12500000.0,The Weinstein Company,R,96,Comedy;Crime;Thriller
Freedomland (2006),12512886,2142742,,Revolution Studios,R,113,Crime;Drama;Mystery;Thriller
The Protector (2006),12044087,15121494,,Dragon Dynasty,R,111,Action;Crime;Drama;Thriller
Zoom (2006),11989328,517034,,Revolution Studios,PG,93,Action;Adventure;Comedy;Family;Fantasy;Sci-Fi
End of the Spear (2006),11967000,161105,10000000.0,Rocky Mountain Pictures,PG-13,108,Adventure;Biography;Drama;History
Dave Chappelle's Block Party (2006),11718595,333329,3000000.0,Rogue Pictures,R,103,Comedy;Documentary;Music
The Last Kiss (2006),11614790,4237611,20000000.0,DreamWorks,R,115,Comedy;Drama;Romance
Something New (2006),11468568,15101,,Focus Features,PG-13,99,Comedy;Drama;Romance
Material Girls (2006),11449638,5458087,,Metro-Goldwyn-Mayer (MGM),PG,98,Comedy;Family;Romance
Bobby (2006),11242801,9461790,,MGM/Weinstein,R,117,Biography;Drama;History
Black Christmas (2006),16273581,5237270,,MGM/Weinstein,R,95,Horror
Mrs. Henderson Presents (2005),11036366,16840051,,The Weinstein Company,R,103,Comedy;Drama;Music;War
Casanova (2005),11304403,26387241,,Walt Disney Studios Motion Pictures,R,112,Adventure;Comedy;Drama;Romance
Scoop (2006),10525717,28695229,,Focus Features,PG-13,96,Comedy;Crime;Fantasy;Mystery
Facing the Giants (2006),10178331,64828,100000.0,IDP Distribution,PG,111,Drama;Fantasy;Sport
The Fountain (2006),10144010,6324333,35000000.0,Warner Bros.,PG-13,97,Drama;Mystery;Romance;Sci-Fi
Transamerica (2005),9015303,6136441,,The Weinstein Company,R,103,Adventure;Comedy;Drama
The Nightmare Before Christmas (2006),8700869,2410396,,Walt Disney Studios Motion Pictures,PG,76,Animation;Family;Fantasy;Musical
Tenacious D in the Pick of Destiny (2006),8334575,5589679,20000000.0,New Line Cinema,R,93,Adventure;Comedy;Music;Musical
Hoot (2006),8117637,107361,15000000.0,New Line Cinema,PG,95,Adventure;Comedy;Family
The Night Listener (2006),7836393,2803293,,Miramax,R,91,Crime;Drama;Horror;Mystery;Thriller
Slither (2006),7802450,5032486,15000000.0,Universal Pictures,R,95,Comedy;Horror;Sci-Fi
The Return (2006),7749851,4242163,,Rogue Pictures,PG-13,85,Horror;Mystery;Thriller
Doogal (2006),7438000,19273924,,The Weinstein Company,,85,Adventure;Animation;Comedy;Family;Fantasy
A Good Year (2006),7459300,34810623,35000000.0,Twentieth Century Fox,PG-13,117,Comedy;Drama;Romance
All the King's Men (2006),7221458,2230165,55000000.0,Sony Pictures Entertainment (SPE),PG-13,128,Drama;Thriller
American Dreamz (2006),7191830,9464273,17000000.0,Universal Pictures,PG-13,107,Comedy;Music
Phat Girlz (2006),7061128,342363,3000000.0,Fox Searchlight Pictures,PG-13,99,Comedy
Crossover (2006),7009668,7009668,5800000.0,Sony Pictures Entertainment (SPE),PG-13,95,Action;Sport
Turistas (2006),7027762,7669980,10000000.0,Fox Atomic,R,93,Horror;Mystery;Thriller
Running Scared (2006),6855137,2524892,15000000.0,New Line Cinema,R,122,Action;Crime;Drama;Thriller
Running with Scissors (2006),7022827,437970,,Sony Pictures Entertainment (SPE),R,116,Comedy;Drama
Grandma's Boy (2006),6090172,476105,,Twentieth Century Fox,R,94,Comedy
Basic Instinct 2 (2006),5971336,32658142,,Sony Pictures Entertainment (SPE),R,114,Drama;Mystery;Thriller
A Scanner Darkly (2006),5501616,2158302,,Warner Independent Pictures (WIP),R,100,Animation;Crime;Drama;Mystery;Sci-Fi;Thriller
For Your Consideration (2006),5549923,375714,,Warner Independent Pictures (WIP),PG-13,86,Comedy
The Three Burials of Melquiades Estrada (2006),5027684,7017678,15000000.0,Sony Pictures Classics,R,121,Adventure;Crime;Drama;Mystery;Western
The World's Fastest Indian (2006),5128124,13169566,25000000.0,Magnolia Pictures,PG-13,127,Biography;Drama;Sport
The Libertine (2006),4835065,6016999,,The Weinstein Company,R,114,Biography;Drama;History;Romance
Wild Hogs (2007),168273550,85351877,,Walt Disney Studios Motion Pictures,PG-13,100,Action;Adventure;Comedy
Knocked Up (2007),148768917,71153500,30000000.0,Universal Pictures,R,129,Comedy;Romance
Alvin and the Chipmunks (2007),217326974,148025572,60000000.0,Twentieth Century Fox,PG,92,Adventure;Animation;Comedy;Family;Fantasy;Music
Rush Hour 3 (2007),140125968,117971154,140000000.0,New Line Cinema,PG-13,91,Action;Comedy;Crime;Thriller
Live Free or Die Hard (2007),134529403,253626608,110000000.0,Twentieth Century Fox,PG-13,128,Action;Thriller
National Treasure: Book of Secrets (2007),219964115,239278134,,Walt Disney Studios Motion Pictures,PG,124,Action;Adventure;Mystery;Thriller
Fantastic 4: Rise of the Silver Surfer (2007),131921738,169991393,130000000.0,Twentieth Century Fox,PG,92,Action;Adventure;Fantasy;Sci-Fi
American Gangster (2007),130164645,139590785,100000000.0,Universal Pictures,R,157,Biography;Crime;Drama
Bee Movie (2007),126631277,166883059,150000000.0,DreamWorks,PG,91,Adventure;Animation;Comedy;Family
Superbad (2007),121463226,49349300,20000000.0,Sony Pictures Entertainment (SPE),R,113,Comedy
I Now Pronounce You Chuck & Larry (2007),120059556,67074561,85000000.0,Universal Pictures,PG-13,115,Comedy;Romance
Hairspray (2007),118871849,84681073,,New Line Cinema,PG,117,Comedy;Drama;Musical;Romance
Blades of Glory (2007),118594548,27115799,61000000.0,DreamWorks,PG-13,93,Comedy;Sport
Ocean's Thirteen (2007),117154724,194157900,,Warner Bros.,PG-13,122,Crime;Thriller
Ghost Rider (2007),115802596,112935797,110000000.0,Sony Pictures Entertainment (SPE),PG-13,110,Action;Fantasy;Thriller
